id_transaksi,id_user,timestamp,tipe_mutasi,deskripsi_mutasi,catatan_mutasi,mcc,nominal,sisa_saldo,kategori_besar_sistem,kategori_detail_sistem,label_anomali,gt_kategori_besar,gt_kategori_detail
TRX-13247,USR-450,2026-01-01 12:00:00,Debit,NETFLIX,-,4899,186000.0,15358063.6,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-13815,USR-453,2026-01-01 12:00:00,Debit,SOCIOLLA,-,5977,390695.43,10296881.26,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-12695,USR-454,2026-01-01 12:00:00,Debit,KMT KRL COMMUTER,-,4111,43217.39,9134029.0,Needs,Transportasi,0,Needs,Transportasi
TRX-12800,USR-455,2026-01-01 12:00:00,Debit,TIMEZONE,-,7999,138757.35,14701203.74,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-12020,USR-456,2026-01-01 12:00:00,Debit,PLN MOBILE,-,4900,192610.98,18628903.12,Needs,Tagihan & Utilitas,0,Needs,Tagihan & Utilitas
TRX-12022,USR-456,2026-01-01 12:00:00,Debit,BIAYA KOSAN BULANAN,-,6513,863500.06,17634292.7,Needs,Tagihan & Utilitas,0,Needs,Tagihan & Utilitas
TRX-14361,USR-458,2026-01-01 12:00:00,Debit,ALFAMART,-,5411,84856.54,16080442.13,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-14837,USR-460,2026-01-01 12:00:00,Debit,SHELL INDONESIA,-,5541,223982.84,9560017.16,Needs,Transportasi,0,Needs,Transportasi
TRX-11670,USR-462,2026-01-01 12:00:00,Debit,INDOMARET,-,5411,30860.8,9804183.04,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-12562,USR-463,2026-01-01 12:00:00,Debit,UNIQLO INDONESIA,-,5651,293738.55,14567932.97,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-12566,USR-463,2026-01-01 12:00:00,Debit,STEAM/VALORANT,-,7999,168655.08,14029585.53,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-14226,USR-464,2026-01-01 12:00:00,Debit,INDIHOME,-,4900,322464.29,19036730.13,Needs,Tagihan & Utilitas,0,Needs,Tagihan & Utilitas
TRX-12303,USR-465,2026-01-01 12:00:00,Debit,GALON & GAS,-,5499,204691.71,18744455.21,Needs,Groceries & Kebutuhan Pokok,1,Needs,Groceries & Kebutuhan Pokok
TRX-15031,USR-467,2026-01-01 12:00:00,Debit,ES TEH KAMPUS,-,5814,5427.5,12226017.62,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-13329,USR-475,2026-01-01 12:00:00,Debit,NOTION,-,5734,70000.0,7665105.72,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-13626,USR-482,2026-01-01 12:00:00,Debit,WATSONS/GUARDIAN,-,5977,91118.65,8352881.35,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-13628,USR-482,2026-01-01 12:00:00,Debit,JAJANAN GEROBAK,-,5814,7807.85,8317770.9,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-13629,USR-482,2026-01-01 12:00:00,Debit,SOCIOLLA,-,5977,229467.64,8088303.26,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-14547,USR-483,2026-01-01 12:00:00,Debit,NETFLIX,-,4899,186000.0,7925951.27,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-14552,USR-483,2026-01-01 12:00:00,Debit,NOTION,-,5734,70000.0,7286408.49,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-14554,USR-483,2026-01-01 12:00:00,Debit,MIRAE ASSET,-,6211,533813.96,6731951.97,Transfer,Investasi & Finansial,0,Transfer,Investasi & Finansial
TRX-11902,USR-484,2026-01-01 12:00:00,Debit,UNIQLO INDONESIA,-,5651,406228.31,11151727.95,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-13943,USR-485,2026-01-01 12:00:00,Debit,YOUTUBE PREMIUM,-,4899,62039.0,11948785.74,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-11633,USR-491,2026-01-01 12:00:00,Debit,PDAM,-,4900,84950.78,9169049.22,Needs,Tagihan & Utilitas,0,Needs,Tagihan & Utilitas
TRX-11641,USR-492,2026-01-01 12:00:00,Debit,"TRF KE REZA WIJAYA, S.PT",kas kelas,4829,55796.55,16425408.18,Transfer,Transfer P2P,0,Needs,Tagihan & Utilitas
TRX-12852,USR-494,2026-01-01 12:00:00,Debit,OVO/DANA/GOPAY,-,6540,68547.16,7374243.45,Transfer,Transfer P2P,0,Transfer,Transfer P2P
TRX-11878,USR-495,2026-01-01 12:00:00,Debit,CANVA PRO,-,5734,50000.0,16947061.75,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-11677,USR-498,2026-01-01 12:00:00,Debit,CGV CINEMAS,-,7832,57358.17,17983968.86,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-15042,USR-500,2026-01-01 12:00:00,Debit,FITHUB/GYM,-,7997,288197.27,14195802.73,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-15046,USR-500,2026-01-01 12:00:00,Debit,GOJEK INDONESIA,-,4121,47069.81,14122861.6,Needs,Transportasi,0,Needs,Transportasi
TRX-11791,USR-001,2026-01-01 13:00:00,Debit,UNIQLO INDONESIA,-,5651,538679.99,2143302.84,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-14523,USR-002,2026-01-01 13:00:00,Debit,INDIHOME,-,4900,358795.48,1505204.52,Needs,Tagihan & Utilitas,0,Needs,Tagihan & Utilitas
TRX-14527,USR-002,2026-01-01 13:00:00,Debit,TOKOPEDIA,-,5311,189550.06,923277.82,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-14530,USR-002,2026-01-01 13:00:00,Debit,WARTEG,-,5812,15963.92,804870.66,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-14533,USR-002,2026-01-01 13:00:00,Debit,TABUNGAN EMAS PEGADAIAN,-,6012,184414.62,560976.96,Transfer,Investasi & Finansial,0,Transfer,Investasi & Finansial
TRX-11729,USR-003,2026-01-01 13:00:00,Debit,OVO/DANA/GOPAY,-,6540,137312.68,951159.16,Transfer,Transfer P2P,0,Transfer,Transfer P2P
TRX-12579,USR-004,2026-01-01 13:00:00,Debit,ICLOUD/GOOGLE ONE,-,5734,49768.0,2297608.08,Needs,Tagihan & Utilitas,0,Needs,Tagihan & Utilitas
TRX-12582,USR-004,2026-01-01 13:00:00,Debit,PAKET DATA,-,4814,47300.13,1959433.34,Needs,Tagihan & Utilitas,0,Needs,Tagihan & Utilitas
TRX-12585,USR-004,2026-01-01 13:00:00,Debit,E-READER/WEBTOON,-,5734,43589.78,1294093.81,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-12543,USR-006,2026-01-01 13:00:00,Debit,THRIFT SHOP IG/TIKTOK,-,5651,71358.26,1682641.74,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-13165,USR-007,2026-01-01 13:00:00,Debit,JAJANAN GEROBAK,-,5814,8808.65,1808065.69,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-13171,USR-007,2026-01-01 13:00:00,Debit,CGV CINEMAS,-,7832,40960.63,698014.51,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-13173,USR-007,2026-01-01 13:00:00,Debit,KOPI KENANGAN,-,5814,43331.58,601640.58,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-12691,USR-008,2026-01-01 13:00:00,Debit,E-TOLL FLAZZ,-,4784,73262.17,2880737.83,Needs,Transportasi,0,Needs,Transportasi
TRX-13252,USR-011,2026-01-01 13:00:00,Debit,YOUTUBE PREMIUM,-,4899,59000.0,1399961.57,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-12557,USR-017,2026-01-01 13:00:00,Debit,GRAB INDONESIA,-,4121,194266.65,1719733.35,Needs,Transportasi,1,Needs,Transportasi
TRX-15060,USR-021,2026-01-01 13:00:00,Debit,E-READER/WEBTOON,-,5734,11716.48,1327895.75,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-15061,USR-021,2026-01-01 13:00:00,Debit,CANVA PRO,-,5734,50000.0,1277895.75,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-15062,USR-021,2026-01-01 13:00:00,Debit,CAFE AESTHETIC,-,5814,48360.58,1229535.17,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-12299,USR-026,2026-01-01 13:00:00,Debit,TIX.ID / KONSER,-,7832,95097.57,65752.99,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-12657,USR-030,2026-01-01 13:00:00,Debit,STICKER TELEGRAM/WA,-,5734,10000.0,2160348.64,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-14578,USR-035,2026-01-01 13:00:00,Debit,ASURANSI JIWA,-,6300,325091.28,2478908.72,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-13077,USR-037,2026-01-01 13:00:00,Debit,PT INDO PREMIER SEKURITAS,-,6211,1017022.5,409164.14,Transfer,Investasi & Finansial,0,Transfer,Investasi & Finansial
TRX-11917,USR-040,2026-01-01 13:00:00,Debit,KOPI KENANGAN,-,5814,32176.38,949576.57,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-14466,USR-044,2026-01-01 13:00:00,Debit,KOPI KENANGAN,-,5814,45998.83,1441276.12,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-11933,USR-047,2026-01-01 13:00:00,Debit,CGV CINEMAS,-,7832,61377.97,2478798.48,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-11935,USR-047,2026-01-01 13:00:00,Debit,REKSADANA BAREKSA,-,6211,268573.72,2188610.6,Transfer,Investasi & Finansial,0,Transfer,Investasi & Finansial
TRX-14110,USR-048,2026-01-01 13:00:00,Debit,CANVA PRO,-,5734,50000.0,1170184.16,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-14803,USR-049,2026-01-01 13:00:00,Debit,GYU-KAKU AYCE,-,5812,352228.89,839004.45,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-11845,USR-056,2026-01-01 13:00:00,Debit,CANVA PRO,-,5734,50000.0,2299940.29,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-14787,USR-059,2026-01-01 13:00:00,Debit,WATSONS/GUARDIAN,-,5977,103344.7,2510655.3,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-14799,USR-059,2026-01-01 13:00:00,Debit,KRIPTO PLUANG,-,6211,95118.85,734460.73,Transfer,Investasi & Finansial,0,Transfer,Investasi & Finansial
TRX-14238,USR-065,2026-01-01 13:00:00,Debit,HALODOC/ALODOKTER,-,8099,61468.08,2402274.52,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-13827,USR-066,2026-01-01 13:00:00,Debit,INDOMARET,-,5411,63249.96,2742750.04,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-15079,USR-072,2026-01-01 13:00:00,Debit,STEAM/VALORANT,-,7999,191214.17,576707.41,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-11871,USR-079,2026-01-01 13:00:00,Debit,BENGKEL MOTOR,-,7538,122407.09,2141592.91,Needs,Transportasi,0,Needs,Transportasi
TRX-11913,USR-080,2026-01-01 13:00:00,Debit,OVO/DANA/GOPAY,-,6540,46623.35,1092957.04,Transfer,Transfer P2P,0,Transfer,Transfer P2P
TRX-12045,USR-083,2026-01-01 13:00:00,Debit,MIXUE INDONESIA,-,5814,7215.01,1248247.22,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-12048,USR-083,2026-01-01 13:00:00,Debit,NOTION,-,5734,70000.0,1071522.34,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-11603,USR-085,2026-01-01 13:00:00,Debit,YOUTUBE PREMIUM,-,4899,62406.0,1307587.32,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-13838,USR-086,2026-01-01 13:00:00,Debit,GOJEK INDONESIA,-,4121,35318.34,1117042.98,Needs,Transportasi,0,Needs,Transportasi
TRX-12169,USR-087,2026-01-01 13:00:00,Debit,APOTEK KIMIA FARMA,-,5912,72643.71,2273978.73,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-12177,USR-087,2026-01-01 13:00:00,Debit,NOTION,-,5734,70000.0,1852634.9,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-15004,USR-088,2026-01-01 13:00:00,Debit,TIMEZONE,-,7999,181704.05,1628237.15,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-15006,USR-088,2026-01-01 13:00:00,Debit,TIMEZONE,-,7999,92682.37,1365184.92,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-15007,USR-088,2026-01-01 13:00:00,Debit,TRF KE CIAOBELLA HIDAYANTO,jajan gofood,4829,26815.0,1338369.93,Transfer,Transfer P2P,0,Wants,F&B dan Nongkrong
TRX-12084,USR-091,2026-01-01 13:00:00,Debit,TRF KE CANDRAKANTA SIHOMBING,kaskelas,4829,37643.0,88566.23,Transfer,Transfer P2P,0,Needs,Tagihan & Utilitas
TRX-12912,USR-093,2026-01-01 13:00:00,Debit,SPOTIFY,-,4899,54900.0,3041315.05,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-14082,USR-099,2026-01-01 13:00:00,Debit,SHELL INDONESIA,-,5541,193789.23,1090210.77,Needs,Transportasi,0,Needs,Transportasi
TRX-14978,USR-100,2026-01-01 13:00:00,Debit,CANVA PRO,-,5734,50000.0,249020.7,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-11681,USR-102,2026-01-01 13:00:00,Debit,SUPERINDO,-,5411,212172.43,1121827.57,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-11526,USR-105,2026-01-01 13:00:00,Debit,INDOMARET,-,5411,36423.58,1227576.42,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-12635,USR-111,2026-01-01 13:00:00,Debit,TABUNGAN EMAS PEGADAIAN,-,6012,206909.53,1756322.19,Transfer,Investasi & Finansial,0,Transfer,Investasi & Finansial
TRX-12748,USR-115,2026-01-01 13:00:00,Debit,NASI KUNING BU NUNUNG,-,5812,27443.32,191385.32,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-13717,USR-116,2026-01-01 13:00:00,Debit,FOTO STOCK ONLINE,-,5734,12365.52,475165.15,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-12741,USR-119,2026-01-01 13:00:00,Debit,CGV CINEMAS,-,7832,60010.63,1647120.08,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-13721,USR-121,2026-01-01 13:00:00,Debit,APOTEK KIMIA FARMA,-,5912,46199.63,1223576.33,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-13434,USR-123,2026-01-01 13:00:00,Debit,NOTION,-,5734,70000.0,643310.71,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-11548,USR-125,2026-01-01 13:00:00,Debit,NOTION,-,5734,70000.0,1171289.06,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-13763,USR-128,2026-01-01 13:00:00,Debit,SOCIOLLA,-,5977,286480.33,1523020.32,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-14207,USR-129,2026-01-01 13:00:00,Debit,KLINIK PRATAMA,-,8099,86486.27,1530054.66,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-13529,USR-130,2026-01-01 13:00:00,Debit,CANVA PRO,-,5734,50000.0,876947.21,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-13535,USR-130,2026-01-01 13:00:00,Debit,OVO/DANA/GOPAY,-,6540,152033.87,435251.63,Transfer,Transfer P2P,0,Transfer,Transfer P2P
TRX-12253,USR-133,2026-01-01 13:00:00,Debit,FITHUB/GYM,-,7997,246701.27,39026.09,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-14201,USR-136,2026-01-01 13:00:00,Debit,SOCIOLLA,-,5977,231186.81,1135372.42,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-14202,USR-136,2026-01-01 13:00:00,Debit,NOTION,-,5734,70000.0,1065372.42,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-12264,USR-138,2026-01-01 13:00:00,Debit,ZARA INDONESIA,-,5651,367666.97,1032863.73,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-12774,USR-145,2026-01-01 13:00:00,Debit,BPJS KESEHATAN,-,8099,150000.0,1892089.09,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-12909,USR-146,2026-01-01 13:00:00,Debit,BIBIT REKSADANA,-,6211,327989.17,293266.76,Transfer,Investasi & Finansial,0,Transfer,Investasi & Finansial
TRX-13359,USR-147,2026-01-01 13:00:00,Debit,APOTEK KIMIA FARMA,-,5912,100409.05,1508590.95,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-12918,USR-153,2026-01-01 13:00:00,Debit,PDAM,-,4900,106053.33,2167946.67,Needs,Tagihan & Utilitas,0,Needs,Tagihan & Utilitas
TRX-12921,USR-153,2026-01-01 13:00:00,Debit,UNIQLO INDONESIA,-,5651,307322.34,1583686.94,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-12034,USR-155,2026-01-01 13:00:00,Debit,ALFAMART,-,5411,72667.21,2391332.79,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-11524,USR-156,2026-01-01 13:00:00,Debit,AKSESORIS HP ONLINE,-,5311,247683.17,1952651.41,Wants,Belanja Online & Fashion,1,Wants,Belanja Online & Fashion
TRX-13200,USR-159,2026-01-01 13:00:00,Debit,PAKET DATA,-,4814,60172.67,2993827.33,Needs,Tagihan & Utilitas,0,Needs,Tagihan & Utilitas
TRX-13861,USR-160,2026-01-01 13:00:00,Debit,E-TOLL FLAZZ,-,4784,100751.5,1993248.5,Needs,Transportasi,0,Needs,Transportasi
TRX-14842,USR-161,2026-01-01 13:00:00,Debit,ASURANSI JIWA,-,6300,412783.54,2351962.73,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-13295,USR-168,2026-01-01 13:00:00,Debit,PDAM,-,4900,107565.69,2501987.05,Needs,Tagihan & Utilitas,0,Needs,Tagihan & Utilitas
TRX-11708,USR-174,2026-01-01 13:00:00,Debit,HALODOC/ALODOKTER,-,8099,79686.45,2964313.55,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-11713,USR-174,2026-01-01 13:00:00,Debit,E-READER/WEBTOON,-,5734,24375.23,1988290.41,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-12353,USR-177,2026-01-01 13:00:00,Debit,TIX.ID / KONSER,-,7832,127985.16,1760417.81,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-13207,USR-178,2026-01-01 13:00:00,Debit,KMT KRL COMMUTER,-,4111,109581.1,1624418.9,Needs,Transportasi,0,Needs,Transportasi
TRX-13210,USR-178,2026-01-01 13:00:00,Debit,TIMEZONE,-,7999,93676.34,1489331.76,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-13594,USR-180,2026-01-01 13:00:00,Debit,FITHUB/GYM,-,7997,259105.3,2176539.56,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-12765,USR-182,2026-01-01 13:00:00,Debit,ASURANSI JIWA,-,6300,458213.67,2485786.33,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-11816,USR-183,2026-01-01 13:00:00,Debit,E-TOLL FLAZZ,-,4784,8189.73,1775810.27,Needs,Transportasi,0,Needs,Transportasi
TRX-11821,USR-183,2026-01-01 13:00:00,Debit,UNIQLO INDONESIA,-,5651,435166.55,852540.41,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-11582,USR-195,2026-01-01 13:00:00,Debit,JAJANAN GEROBAK,-,5814,12287.9,2452464.47,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-13339,USR-199,2026-01-01 13:00:00,Debit,KLINIK PRATAMA,-,8099,120721.89,1842102.79,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-13347,USR-199,2026-01-01 13:00:00,Debit,CANVA PRO,-,5734,50000.0,804728.63,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-13348,USR-199,2026-01-01 13:00:00,Debit,FOTO STOCK ONLINE,-,5734,18318.23,786410.39,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-13451,USR-203,2026-01-01 13:00:00,Debit,SOCIOLLA,-,5977,233158.88,4458068.19,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-12404,USR-204,2026-01-01 13:00:00,Debit,CANVA PRO,-,5734,50000.0,3829374.98,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-12405,USR-204,2026-01-01 13:00:00,Debit,"TRF KE BAKIADI PADMASARI, M.FARM",netflix,4829,91910.97,3737464.0,Transfer,Transfer P2P,0,Wants,Hiburan & Langganan
TRX-14575,USR-206,2026-01-01 13:00:00,Debit,GOJEK INDONESIA,-,4121,52645.16,4161354.84,Needs,Transportasi,0,Needs,Transportasi
TRX-14576,USR-206,2026-01-01 13:00:00,Debit,INDIHOME,-,4900,353731.13,3807623.71,Needs,Tagihan & Utilitas,0,Needs,Tagihan & Utilitas
TRX-14337,USR-208,2026-01-01 13:00:00,Debit,PLN MOBILE,-,4900,151277.37,5002722.63,Needs,Tagihan & Utilitas,0,Needs,Tagihan & Utilitas
TRX-14338,USR-208,2026-01-01 13:00:00,Debit,KPR BANK,-,6012,3113442.05,1889280.58,Needs,Tagihan & Utilitas,0,Needs,Tagihan & Utilitas
TRX-11744,USR-210,2026-01-01 13:00:00,Debit,ASURANSI JIWA,-,6300,401997.05,2568977.29,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-11746,USR-210,2026-01-01 13:00:00,Debit,SPOTIFY,-,4899,59811.0,1191044.87,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-11750,USR-210,2026-01-01 13:00:00,Debit,ES TEH KAMPUS,-,5814,11391.66,854046.96,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-14341,USR-213,2026-01-01 13:00:00,Debit,FITHUB/GYM,-,7997,149190.94,5204809.06,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-14342,USR-213,2026-01-01 13:00:00,Debit,SHELL INDONESIA,-,5541,190933.51,5013875.54,Needs,Transportasi,0,Needs,Transportasi
TRX-14351,USR-213,2026-01-01 13:00:00,Debit,STICKER TELEGRAM/WA,-,5734,12074.0,4042892.13,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-14293,USR-217,2026-01-01 13:00:00,Debit,BENGKEL MOTOR,-,7538,117385.76,4506614.24,Needs,Transportasi,0,Needs,Transportasi
TRX-14295,USR-217,2026-01-01 13:00:00,Debit,HALODOC/ALODOKTER,-,8099,65285.07,4429126.05,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-14473,USR-218,2026-01-01 13:00:00,Debit,NETFLIX,-,4899,186000.0,3879226.37,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-12601,USR-219,2026-01-01 13:00:00,Debit,SOCIOLLA,-,5977,190236.85,4488617.22,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-12602,USR-219,2026-01-01 13:00:00,Debit,SOCIOLLA,-,5977,253486.85,4235130.37,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-12605,USR-219,2026-01-01 13:00:00,Debit,OVO/DANA/GOPAY,-,6540,83900.78,3464540.2,Transfer,Transfer P2P,0,Transfer,Transfer P2P
TRX-12341,USR-221,2026-01-01 13:00:00,Debit,KMT KRL COMMUTER,-,4111,34215.72,4877385.28,Needs,Transportasi,0,Needs,Transportasi
TRX-12346,USR-221,2026-01-01 13:00:00,Debit,NETFLIX,-,4899,189796.0,4446703.37,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-12518,USR-223,2026-01-01 13:00:00,Debit,APOTEK KIMIA FARMA,-,5912,122042.56,4211957.44,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-13501,USR-224,2026-01-01 13:00:00,Debit,E-READER/WEBTOON,-,5734,34142.6,2873906.6,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-13506,USR-224,2026-01-01 13:00:00,Debit,E-READER/WEBTOON,-,5734,28705.98,2432893.71,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-14156,USR-231,2026-01-01 13:00:00,Debit,KLINIK PRATAMA,-,8099,150354.27,4803645.73,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-13694,USR-233,2026-01-01 13:00:00,Debit,HALODOC/ALODOKTER,-,8099,53133.3,4441518.73,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-12321,USR-238,2026-01-01 13:00:00,Debit,GALON & GAS,-,5499,37421.44,4101495.06,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-12943,USR-246,2026-01-01 13:00:00,Debit,TIX.ID / KONSER,-,7832,204776.21,4390547.57,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-13458,USR-247,2026-01-01 13:00:00,Debit,CANVA PRO,-,5734,54616.0,3930188.9,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-12308,USR-248,2026-01-01 13:00:00,Debit,GOJEK INDONESIA,-,4121,22297.24,4174922.35,Needs,Transportasi,0,Needs,Transportasi
TRX-12901,USR-249,2026-01-01 13:00:00,Debit,PT INDO PREMIER SEKURITAS,-,6211,1150537.35,3707447.33,Transfer,Investasi & Finansial,0,Transfer,Investasi & Finansial
TRX-13003,USR-251,2026-01-01 13:00:00,Debit,STOCKBIT,-,6211,800677.29,3967340.81,Transfer,Investasi & Finansial,0,Transfer,Investasi & Finansial
TRX-14367,USR-252,2026-01-01 13:00:00,Debit,BPJS KESEHATAN,-,8099,150000.0,4409366.43,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-14822,USR-253,2026-01-01 13:00:00,Debit,PARKIR,-,4121,16364.32,4627635.68,Needs,Transportasi,0,Needs,Transportasi
