id_transaksi,id_user,timestamp,tipe_mutasi,deskripsi_mutasi,catatan_mutasi,mcc,nominal,sisa_saldo,kategori_besar,kategori_detail,label_anomali,gt_kategori_besar,gt_kategori_detail
TRX-30757,USR-290,2026-01-05 19:35:00,Debit,NETFLIX,-,4899,186000.0,2524513.48,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-31708,USR-390,2026-01-05 19:35:00,Debit,KLINIK KECANTIKAN,-,7299,712846.37,3292217.4,Needs,Kesehatan & Perawatan Diri,0,Wants,Belanja Online & Fashion
TRX-30039,USR-142,2026-01-05 19:36:00,Debit,INDRIVER,-,4121,13472.07,36673.36,Needs,Transportasi,0,Needs,Transportasi
TRX-31648,USR-218,2026-01-05 19:36:00,Debit,WARTEG,-,5812,12504.06,7497146.6,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-30264,USR-226,2026-01-05 19:36:00,Debit,INDRIVER,-,4121,7027.59,4963293.25,Needs,Transportasi,0,Needs,Transportasi
TRX-31319,USR-268,2026-01-05 19:36:00,Debit,NETFLIX,-,4899,186000.0,4098815.13,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-31678,USR-310,2026-01-05 19:36:00,Debit,CAFE AESTHETIC,-,5814,56022.64,5216801.1,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-28754,USR-375,2026-01-05 19:36:00,Debit,TRANSMART CARREFOUR,-,5411,152874.09,6142177.86,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-29815,USR-004,2026-01-05 19:37:00,Debit,FREE FIRE DM,-,7999,35376.89,141451.36,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-30189,USR-229,2026-01-05 19:37:00,Debit,ALFAMART,-,5411,69630.58,1334715.75,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-31443,USR-301,2026-01-05 19:37:00,Debit,VIDIO.COM,-,4899,35000.0,7631010.14,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-28937,USR-335,2026-01-05 19:37:00,Debit,GRAB INDONESIA,-,4121,27607.69,7898292.82,Needs,Transportasi,0,Needs,Transportasi
TRX-30225,USR-359,2026-01-05 19:37:00,Debit,SPBU PERTAMINA,-,5541,86784.07,2323424.67,Needs,Transportasi,0,Needs,Transportasi
TRX-32049,USR-386,2026-01-05 19:37:00,Debit,SHOPEEPAY,-,6540,45317.39,6186692.06,Transfer,Transfer P2P,0,Transfer,Transfer P2P
TRX-29030,USR-001,2026-01-05 19:38:00,Debit,SPOTIFY,-,4899,54900.0,1892495.15,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-31235,USR-227,2026-01-05 19:38:00,Debit,PIZZA HUT,-,5812,55831.79,4323545.15,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-30245,USR-256,2026-01-05 19:38:00,Debit,ES KELAPA/JAJANAN BUAH,-,5814,11616.91,4907614.09,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-30502,USR-297,2026-01-05 19:38:00,Debit,SOLARIA,-,5812,66394.83,1858191.05,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-29892,USR-429,2026-01-05 19:38:00,Debit,VIDIO.COM,-,4899,35000.0,14382406.6,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-28833,USR-496,2026-01-05 19:38:00,Debit,GOFOOD/GRABFOOD ORDER,-,5814,25297.21,14704455.59,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-30282,USR-383,2026-01-05 19:39:00,Debit,GOFOOD/GRABFOOD ORDER,-,5814,52902.43,5063123.47,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-30285,USR-383,2026-01-05 19:39:00,Debit,TOKO ALAT TULIS,-,5943,40344.91,4932088.39,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-29880,USR-429,2026-01-05 19:39:00,Debit,BAKSO LAPANGAN TEMBAK,-,5812,40070.59,14793797.04,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-31010,USR-134,2026-01-05 19:40:00,Debit,PIZZA HUT,-,5812,67913.89,26132.07,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-30802,USR-341,2026-01-05 19:40:00,Debit,STEAM/VALORANT,-,7999,47146.31,3870897.85,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-29961,USR-490,2026-01-05 19:40:00,Debit,WARUNG NASI CAMPUR,-,5812,25881.92,15093973.46,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-31466,USR-041,2026-01-05 19:41:00,Debit,WARUNG SEMBAKO,-,5411,35956.13,1368331.65,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-29170,USR-047,2026-01-05 19:41:00,Debit,XXI / CINEPLEX 21,-,7832,56400.66,4550683.96,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-31381,USR-063,2026-01-05 19:41:00,Debit,BAKSO GEROBAK,-,5814,14797.31,2799437.77,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-31750,USR-420,2026-01-05 19:41:00,Debit,PUBG MOBILE UC,-,7999,65588.41,24435770.03,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-29168,USR-452,2026-01-05 19:41:00,Debit,OVO/DANA/GOPAY,-,6540,61211.86,24411795.93,Transfer,Transfer P2P,0,Transfer,Transfer P2P
TRX-29999,USR-145,2026-01-05 19:42:00,Debit,SOLARIA,-,5812,98344.47,3191957.61,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-30153,USR-153,2026-01-05 19:42:00,Debit,PRIME VIDEO,-,4899,84361.0,276531.34,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-28929,USR-212,2026-01-05 19:42:00,Debit,KLINIK KECANTIKAN,-,7299,480887.6,6238568.57,Needs,Kesehatan & Perawatan Diri,0,Wants,Belanja Online & Fashion
TRX-30251,USR-256,2026-01-05 19:42:00,Debit,GOJEK INDONESIA,-,4121,23903.11,4610213.88,Needs,Transportasi,0,Needs,Transportasi
TRX-32143,USR-331,2026-01-05 19:42:00,Debit,DISNEY+ HOTSTAR,-,4899,49000.0,7574834.34,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-29359,USR-382,2026-01-05 19:42:00,Debit,E-READER/WEBTOON,-,5734,6604.62,3264424.4,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-30968,USR-412,2026-01-05 19:42:00,Debit,ES TEH KAMPUS,-,5814,4814.22,14295569.42,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-29639,USR-418,2026-01-05 19:42:00,Debit,TOKOPEDIA,-,5311,120558.17,29040593.42,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-31777,USR-428,2026-01-05 19:42:00,Debit,ALFAMART,-,5411,53163.17,14545710.73,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-30762,USR-445,2026-01-05 19:42:00,Debit,ALFAMART,-,5411,59464.46,28873394.03,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-30212,USR-479,2026-01-05 19:42:00,Debit,KLINIK PRATAMA,-,8099,64737.04,30102107.94,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-30142,USR-093,2026-01-05 19:43:00,Debit,NETFLIX,-,4899,188018.0,3974109.75,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-31107,USR-143,2026-01-05 19:43:00,Debit,PUSKESMAS,-,8099,21298.4,94195.43,Needs,Kesehatan & Perawatan Diri,0,Needs,Kesehatan & Perawatan Diri
TRX-31246,USR-227,2026-01-05 19:43:00,Debit,SHOPEE,-,5311,448525.57,3248094.85,Wants,Belanja Online & Fashion,1,Wants,Belanja Online & Fashion
TRX-31815,USR-265,2026-01-05 19:43:00,Debit,CANVA PRO,-,5734,50000.0,5794117.47,Wants,Produktivitas & Digital,0,Needs,Produktivitas & Digital
TRX-29341,USR-279,2026-01-05 19:43:00,Debit,JANJI JIWA,-,5814,37227.27,1109480.84,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-31275,USR-099,2026-01-05 19:44:00,Debit,NASI PADANG SEDERHANA,-,5812,16936.69,12204.46,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-29382,USR-325,2026-01-05 19:44:00,Debit,MIE GACOAN,-,5814,49894.05,8003711.17,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-31600,USR-351,2026-01-05 19:44:00,Debit,BAKSO LAPANGAN TEMBAK,-,5812,45907.24,6757923.68,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-31841,USR-388,2026-01-05 19:44:00,Debit,GORENGAN PINGGIR JALAN,-,5814,9326.23,4078640.34,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-28809,USR-407,2026-01-05 19:44:00,Debit,INDOMIE REBUS WARUNG,-,5814,14851.94,13874256.16,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-31382,USR-063,2026-01-05 19:45:00,Debit,BAKSO GEROBAK,-,5814,22432.62,2777005.15,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-31269,USR-172,2026-01-05 19:45:00,Debit,SPBU PERTAMINA,-,5541,56195.36,1068968.32,Needs,Transportasi,0,Needs,Transportasi
TRX-31297,USR-216,2026-01-05 19:45:00,Debit,SPBU VIVO,-,5541,75924.16,1380780.41,Needs,Transportasi,0,Needs,Transportasi
TRX-31652,USR-218,2026-01-05 19:45:00,Debit,LINKAJA,-,6540,5713.61,7290715.34,Transfer,Transfer P2P,0,Transfer,Transfer P2P
TRX-31848,USR-388,2026-01-05 19:45:00,Debit,BENGKEL MOTOR,-,7538,52921.02,3786824.43,Needs,Transportasi,0,Needs,Transportasi
TRX-30208,USR-479,2026-01-05 19:45:00,Debit,RUMAH MAKAN PADANG,-,5812,28413.93,30223157.53,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-29090,USR-019,2026-01-05 19:46:00,Debit,MIE AYAM ABANG,-,5814,20006.46,7953.88,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-29535,USR-026,2026-01-05 19:46:00,Debit,PRIME VIDEO,-,4899,79000.0,1210443.02,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-30589,USR-097,2026-01-05 19:46:00,Debit,PARKIR,-,4121,6036.96,1036033.91,Needs,Transportasi,0,Needs,Transportasi
TRX-31456,USR-157,2026-01-05 19:46:00,Debit,KARAOKE INUL VIZTA,-,7929,120882.68,2208256.53,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-31938,USR-175,2026-01-05 19:46:00,Debit,SUPERINDO,-,5411,38308.29,1530129.65,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-30634,USR-408,2026-01-05 19:46:00,Debit,TOKOPEDIA,-,5311,150013.54,13759166.4,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-31461,USR-157,2026-01-05 19:47:00,Debit,OVO/DANA/GOPAY,-,6540,100469.52,1507486.24,Transfer,Transfer P2P,0,Transfer,Transfer P2P
TRX-30899,USR-259,2026-01-05 19:47:00,Debit,GOJEK INDONESIA,-,4121,26268.35,4294242.17,Needs,Transportasi,0,Needs,Transportasi
TRX-29228,USR-291,2026-01-05 19:47:00,Debit,STARBUCKS,-,5814,93714.69,6578108.57,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-32122,USR-088,2026-01-05 19:48:00,Debit,SUSHI TEI,-,5812,165749.58,471977.97,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-32159,USR-122,2026-01-05 19:48:00,Debit,NASI KUNING BU NUNUNG,-,5812,18800.74,869563.72,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-29613,USR-321,2026-01-05 19:48:00,Debit,TRF KE DACIN LAZUARDI,kado ultah,4829,50768.46,1721802.68,Transfer,Transfer P2P,0,Wants,Belanja Online & Fashion
TRX-30867,USR-234,2026-01-05 19:49:00,Debit,MOBILE LEGENDS DM,-,7999,52326.48,2069399.45,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-29349,USR-382,2026-01-05 19:49:00,Debit,BREADTALK,-,5814,51920.85,3847022.26,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-31464,USR-041,2026-01-05 19:50:00,Debit,E-TOLL FLAZZ,-,4784,19321.28,1454628.22,Needs,Transportasi,0,Needs,Transportasi
TRX-29006,USR-094,2026-01-05 19:50:00,Debit,TOKO ALAT TULIS,-,5943,35786.61,2499331.62,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-30918,USR-233,2026-01-05 19:50:00,Debit,SPOTIFY,-,4899,54900.0,1160361.33,Wants,Hiburan & Langganan,0,Needs,Hiburan & Langganan
TRX-30767,USR-377,2026-01-05 19:50:00,Debit,J.CO DONUTS,-,5814,72423.23,841942.18,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-29156,USR-484,2026-01-05 19:50:00,Debit,THRIFT SHOP IG,-,5651,86694.8,16905813.34,Wants,Belanja Online & Fashion,0,Wants,Belanja Online & Fashion
TRX-29854,USR-111,2026-01-05 19:51:00,Debit,BENGKEL MOTOR,-,7538,117344.65,1865422.49,Needs,Transportasi,0,Needs,Transportasi
TRX-31646,USR-218,2026-01-05 19:51:00,Debit,MIE GACOAN,-,5814,23351.39,7545494.32,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-30511,USR-297,2026-01-05 19:51:00,Debit,YOUTUBE PREMIUM,-,4899,59000.0,1337199.73,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-29611,USR-321,2026-01-05 19:51:00,Debit,PRIME VIDEO,-,4899,80045.0,1935336.07,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-32142,USR-331,2026-01-05 19:51:00,Debit,DISNEY+ HOTSTAR,-,4899,49000.0,7623834.34,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-30901,USR-259,2026-01-05 19:52:00,Debit,GALON & GAS,-,5499,45437.64,4228002.63,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-29547,USR-282,2026-01-05 19:52:00,Debit,ALFAMIDI,-,5411,47684.86,8930890.07,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-30929,USR-350,2026-01-05 19:52:00,Debit,GOFOOD/GRABFOOD ORDER,-,5814,101066.13,5088371.92,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-30824,USR-433,2026-01-05 19:52:00,Debit,NASI KUNING BU NUNUNG,-,5812,20305.7,12577374.43,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-30035,USR-455,2026-01-05 19:52:00,Debit,FREE FIRE DM,-,7999,38660.86,20281236.0,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-29318,USR-181,2026-01-05 19:53:00,Debit,NASI KUNING BU NUNUNG,-,5812,16884.64,3835426.53,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-30015,USR-196,2026-01-05 19:53:00,Debit,SPBU PERTAMINA,-,5541,75431.04,2214665.23,Needs,Transportasi,0,Needs,Transportasi
TRX-30231,USR-251,2026-01-05 19:53:00,Debit,WARUNG NASI CAMPUR,-,5812,18033.9,9626079.53,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-31185,USR-422,2026-01-05 19:53:00,Debit,FOTO STOCK ONLINE,-,5734,10653.04,17462857.87,Wants,Produktivitas & Digital,0,Wants,Produktivitas & Digital
TRX-29933,USR-454,2026-01-05 19:53:00,Debit,BAKSO GEROBAK,-,5814,22088.91,11378973.03,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-29722,USR-480,2026-01-05 19:53:00,Debit,GALON & GAS,-,5499,49273.24,9474528.05,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-28835,USR-496,2026-01-05 19:53:00,Debit,HYPERMART,-,5411,139475.14,14550077.06,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-30115,USR-273,2026-01-05 19:54:00,Debit,PRIME VIDEO,-,4899,79000.0,6418661.18,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-31778,USR-428,2026-01-05 19:54:00,Debit,YOUTUBE PREMIUM,-,4899,59000.0,14486710.73,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-31779,USR-428,2026-01-05 19:54:00,Debit,VIDIO.COM,-,4899,35000.0,14451710.73,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-31579,USR-489,2026-01-05 19:54:00,Debit,VIDIO.COM,-,4899,40001.0,24898450.02,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-32014,USR-022,2026-01-05 19:55:00,Debit,WATSONS/GUARDIAN,-,5977,67193.55,1887840.88,Needs,Groceries & Kebutuhan Pokok,0,Wants,Kesehatan & Perawatan Diri
TRX-30613,USR-098,2026-01-05 19:55:00,Debit,BOBA/MINUMAN KEKINIAN,-,5814,22191.91,1102965.81,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-28923,USR-212,2026-01-05 19:55:00,Debit,PARKIR,-,4121,3476.56,7324191.01,Needs,Transportasi,0,Needs,Transportasi
TRX-30618,USR-408,2026-01-05 19:55:00,Debit,WARTEG,-,5812,22636.92,14578062.97,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-30340,USR-245,2026-01-05 19:56:00,Debit,INDRIVER,-,4121,12128.33,7955101.56,Needs,Transportasi,0,Needs,Transportasi
TRX-29221,USR-278,2026-01-05 19:56:00,Debit,BAKSO LAPANGAN TEMBAK,-,5812,29146.42,7502293.17,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-31718,USR-442,2026-01-05 19:56:00,Debit,PASAR TRADISIONAL,-,5411,73732.39,18170929.68,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-29224,USR-278,2026-01-05 19:57:00,Debit,BAKSO LAPANGAN TEMBAK,-,5812,21665.34,7409247.92,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-30474,USR-315,2026-01-05 19:57:00,Debit,WARUNG NASI CAMPUR,-,5812,17199.55,1574174.62,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-31006,USR-326,2026-01-05 19:57:00,Debit,TRF KE TITIN LATUPONO,jajan gofood,4829,22852.51,1922783.53,Transfer,Transfer P2P,0,Wants,F&B dan Nongkrong
TRX-29396,USR-432,2026-01-05 19:57:00,Debit,SUPERINDO,-,5411,1546695.89,30035270.3,Needs,Groceries & Kebutuhan Pokok,1,Needs,Groceries & Kebutuhan Pokok
TRX-31583,USR-487,2026-01-05 19:57:00,Debit,GOFOOD/GRABFOOD ORDER,-,5814,60058.79,18404862.99,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-29262,USR-070,2026-01-05 19:58:00,Debit,GALON & GAS,-,5499,49500.46,1524754.33,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-31106,USR-143,2026-01-05 19:58:00,Debit,GALON & GAS,-,5499,39197.41,115493.84,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-32032,USR-161,2026-01-05 19:58:00,Debit,TOKO ALAT TULIS,-,5943,25853.67,2131495.59,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-30749,USR-290,2026-01-05 19:58:00,Debit,SPBU PERTAMINA,-,5541,88985.46,3450618.12,Needs,Transportasi,0,Needs,Transportasi
TRX-31277,USR-293,2026-01-05 19:58:00,Debit,RUMAH MAKAN PADANG,-,5812,14914.15,5284718.32,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-29467,USR-057,2026-01-05 19:59:00,Debit,ES TEH KAMPUS,-,5814,4558.27,1668215.45,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-31451,USR-157,2026-01-05 19:59:00,Debit,WARUNG NASI CAMPUR,-,5812,19432.75,2569045.76,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-31242,USR-227,2026-01-05 19:59:00,Debit,APPLE MUSIC,-,4899,65165.0,4019195.69,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-30339,USR-245,2026-01-05 19:59:00,Debit,MIE AYAM ABANG,-,5814,17406.61,7967229.89,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-30174,USR-246,2026-01-05 19:59:00,Debit,BENGKEL MOTOR,-,7538,19105.46,6308206.14,Needs,Transportasi,0,Needs,Transportasi
TRX-31690,USR-260,2026-01-05 19:59:00,Debit,TRANS STUDIO,-,7996,274365.66,4819040.43,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-29491,USR-332,2026-01-05 19:59:00,Debit,TIX.ID / KONSER,-,7832,117439.16,5627672.62,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-30959,USR-398,2026-01-05 19:59:00,Debit,SHOPEEPAY,-,6540,96778.53,1191810.68,Transfer,Transfer P2P,0,Transfer,Transfer P2P
TRX-29137,USR-484,2026-01-05 19:59:00,Debit,NASI PADANG SEDERHANA,-,5812,29407.42,17544986.68,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-29032,USR-001,2026-01-05 20:00:00,Debit,EMAS DIGITAL INDOGOLD,-,6012,148996.6,1682952.48,Transfer,Investasi & Finansial,0,Transfer,Investasi & Finansial
TRX-31431,USR-065,2026-01-05 20:00:00,Debit,BAKSO LAPANGAN TEMBAK,-,5812,50175.06,904278.25,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-29335,USR-313,2026-01-05 20:00:00,Debit,CGV CINEMAS,-,7832,62932.28,8075478.47,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-30101,USR-401,2026-01-05 20:00:00,Debit,FREE FIRE DM,-,7999,18791.69,21182738.65,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-31793,USR-474,2026-01-05 20:00:00,Debit,FOTOKOPI & PRINT,-,5111,8104.0,17492196.18,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-28980,USR-071,2026-01-05 20:01:00,Debit,E-TOLL FLAZZ,-,4784,25176.96,4115421.37,Needs,Transportasi,0,Needs,Transportasi
TRX-31937,USR-175,2026-01-05 20:01:00,Debit,PARKIR,-,4121,5114.53,1568437.93,Needs,Transportasi,0,Needs,Transportasi
TRX-31216,USR-257,2026-01-05 20:01:00,Debit,FORE COFFEE,-,5814,22337.27,4739974.06,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-29521,USR-336,2026-01-05 20:01:00,Debit,MIE GACOAN,-,5814,20841.92,7245193.46,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-28998,USR-385,2026-01-05 20:01:00,Debit,ALFAMIDI,-,5411,64412.01,6096359.38,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-30724,USR-419,2026-01-05 20:01:00,Debit,XXI / CINEPLEX 21,-,7832,41913.69,17719465.81,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-31102,USR-143,2026-01-05 20:02:00,Debit,KOPI KENANGAN,-,5814,4569.91,531837.71,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-31050,USR-187,2026-01-05 20:02:00,Debit,WARTEG,-,5812,16792.44,4213125.62,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-30196,USR-075,2026-01-05 20:03:00,Debit,GORENGAN PINGGIR JALAN,-,5814,8662.22,2218164.83,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-28801,USR-195,2026-01-05 20:03:00,Debit,STARBUCKS,-,5814,69566.65,110322.56,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-31554,USR-213,2026-01-05 20:03:00,Debit,GENSHIN IMPACT,-,7999,129943.24,8707286.16,Wants,Hiburan & Langganan,0,Wants,Hiburan & Langganan
TRX-31504,USR-217,2026-01-05 20:03:00,Debit,TOKO ALAT TULIS,-,5943,43047.44,3695627.75,Needs,Groceries & Kebutuhan Pokok,0,Needs,Groceries & Kebutuhan Pokok
TRX-31488,USR-404,2026-01-05 20:03:00,Debit,BAKSO LAPANGAN TEMBAK,-,5812,21743.1,16751572.31,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-31911,USR-055,2026-01-05 20:04:00,Debit,BENGKEL MOTOR,-,7538,19071.33,3181778.01,Needs,Transportasi,0,Needs,Transportasi
TRX-31970,USR-059,2026-01-05 20:04:00,Debit,GOFOOD/GRABFOOD ORDER,-,5814,59449.52,179225.67,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-32084,USR-150,2026-01-05 20:04:00,Debit,BENGKEL MOBIL,-,7538,236326.24,3278969.87,Needs,Transportasi,0,Needs,Transportasi
TRX-29290,USR-155,2026-01-05 20:04:00,Debit,JAJANAN GEROBAK,-,5814,11325.04,953037.27,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-28771,USR-395,2026-01-05 20:04:00,Debit,KFC INDONESIA,-,5814,83544.49,5911931.16,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-30063,USR-169,2026-01-05 20:05:00,Debit,BAKSO GEROBAK,-,5814,19260.55,2114459.73,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-28963,USR-174,2026-01-05 20:05:00,Debit,TEH TARIK PINGGIR JALAN,-,5814,13747.77,2567582.91,Wants,F&B dan Nongkrong,0,Wants,F&B dan Nongkrong
TRX-30273,USR-235,2026-01-05 20:05:00,Debit,KFC INDONESIA,-,5814,79191.41,7526295.12,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-30257,USR-355,2026-01-05 20:05:00,Debit,WATSONS/GUARDIAN,-,5977,103179.07,8326340.22,Needs,Groceries & Kebutuhan Pokok,0,Wants,Kesehatan & Perawatan Diri
TRX-31083,USR-029,2026-01-05 20:06:00,Debit,KLINIK KECANTIKAN,-,7299,320039.39,3306264.46,Needs,Kesehatan & Perawatan Diri,0,Wants,Belanja Online & Fashion
TRX-30057,USR-211,2026-01-05 20:06:00,Debit,SOLARIA,-,5812,89526.01,4385741.36,Wants,F&B dan Nongkrong,0,Needs,F&B dan Nongkrong
TRX-30905,USR-259,2026-01-05 20:06:00,Debit,DEPOSITO BANK,-,6012,544000.0,3232179.51,Transfer,Investasi & Finansial,0,Transfer,Investasi & Finansial
